"","id","name","teamID","position","points","pointsHome","pointsAway","price","fantasyPrice"
"79",26697,"Witsel",289,3,72,35,37,1490000,8000000
"80",2001,"Ayoze",19,4,44,19,25,4280000,32000000
"81",38867,"Ounahi",289,3,86,42,44,5910000,15000000
"82",38361,"Santamaria",18,3,26,20,6,420000,12000000
"83",2219,"Bakambu",87,4,29,14,15,2180000,8000000
"84",38216,"Roony",3,4,53,34,19,570000,8000000
"85",2602,"Barrenetxea",13,3,100,54,46,3630000,13000000
"86",38963,"Batista",17,3,76,46,30,1310000,13000000
"87",35705,"Bekhoucha",8,2,6,4,2,190000,7000000
"88",21033,"Beñat Prados",1,3,4,2,2,250000,15000000
"89",24979,"Turrientes",13,3,58,36,22,1430000,8000000
"90",2169,"Bigas",75,2,88,58,30,2790000,9000000
"91",19506,"Bordalás",8,5,29,15,14,590000,8000000
"92",2009,"Borja Iglesias",5,4,136,78,58,8200000,16000000
"93",91,"Mayoral",8,4,48,28,20,1190000,13000000
"94",129,"Brahim",15,4,20,12,8,1930000,23000000
"95",11610,"Brais Méndez",13,3,77,41,36,5260000,16000000
"96",33971,"Bretones",93,2,57,31,26,920000,9000000
"97",17690,"Bryan Gil",289,4,92,44,48,3650000,15000000
"98",40010,"Sangaré",75,2,2,0,2,150000,7000000
"99",31026,"Azpilicueta",17,2,46,24,22,1120000,8000000
"100",39816,"Echeverri",289,3,14,4,10,3200000,12000000
"101",38275,"Calebe",91,3,32,16,16,280000,8000000
"102",1952,"Cancelo",3,2,12,14,-2,3820000,17000000
"103",31321,"Starfelt",5,2,59,25,34,2600000,11000000
"104",28309,"Carlos Álvarez",10,3,116,46,70,4790000,12000000
"105",30507,"Benavidez",91,3,9,5,4,160000,7000000
"106",3446,"Carlos Dominguez",5,2,12,6,6,220000,8000000
"107",37711,"Espí",10,4,47,36,11,240000,7000000
"108",39357,"Carlos Maciá",19,3,4,4,0,150000,7000000
"109",25158,"Carlos Martín",70,4,10,8,2,580000,8000000
"110",26566,"Carlos Romero",7,2,150,82,68,9060000,12000000
"111",6837,"Soler",13,3,66,22,44,4030000,13000000
"112",1683,"Carvajal",15,2,26,14,12,2310000,13000000
"113",26592,"Tárrega",18,2,54,24,30,790000,14000000
"114",40045,"Cestero",15,3,0,0,0,150000,7000000
"115",38528,"Pickel",7,3,32,22,10,170000,10000000
"116",26678,"Christensen",3,2,32,18,14,320000,12000000
"117",1760,"Chust",75,2,71,49,22,1710000,11000000
"118",14615,"Claudio Giráldez",5,5,37,17,20,960000,9000000
"119",38517,"Riedel",7,2,36,18,18,430000,12000000
"120",26344,"Copete",18,2,44,26,18,610000,10000000
"121",35316,"Corberán",18,5,26,17,9,390000,8000000
"122",23006,"Cristian Rivero",18,1,-6,0,-6,150000,7000000
"123",10276,"Cucho",87,4,112,52,60,10260000,31000000
"124",2114,"Cuéllar",465,1,0,0,0,150000,7000000
"125",39923,"Cyril Ngonge",7,4,6,2,4,990000,8000000
"126",37725,"Affengruber",75,2,84,54,30,2330000,12000000
"127",34131,"Van de Beek",289,3,6,0,6,220000,10000000
"128",31043,"Blind",289,2,94,42,52,5310000,12000000
"129",22073,"Calvo",779,2,32,16,16,340000,9000000
"130",22975,"Dani Cárdenas",70,1,0,0,0,200000,8000000
"131",2044,"Ceballos",15,3,26,12,14,680000,15000000
"132",34527,"Dani Olmo",3,3,114,78,36,14610000,37000000
"133",12400,"Vivian",1,2,60,26,34,2260000,21000000
"134",21,"David Alaba",15,2,6,2,4,590000,11000000
"135",38847,"David Carmo",779,2,56,34,22,820000,15000000
"136",755,"David Costas",779,2,72,48,24,1370000,9000000
"137",5800,"David López",289,2,6,4,2,260000,11000000
"138",35815,"David López",465,2,22,16,6,330000,7000000
"139",11,"David Soria",8,1,114,70,44,3180000,14000000
"140",38095,"Davinchi",8,2,22,6,16,260000,7000000
"141",37495,"Huijsen",15,2,41,22,19,5020000,23000000
"142",38467,"Dendoncker",779,3,38,32,6,500000,18000000
"143",1876,"Denis Suárez",91,3,56,34,22,830000,7000000
"144",38875,"Diangana",75,3,38,18,20,220000,8000000
"145",12087,"Diego Conde",19,1,0,0,0,260000,10000000
"146",1679,"Diego Llorente",87,2,39,25,14,3080000,12000000
"147",27994,"Diego López",18,4,65,35,30,1130000,21000000
"148",37741,"Pampín",10,2,14,8,6,180000,8000000
"149",5678,"Diego Rico",8,2,56,32,24,720000,11000000
"150",9983,"Djené",8,2,70,26,44,1520000,10000000
"151",31267,"Sow",17,3,72,46,26,1880000,10000000
"152",9090,"Dmitrovic",7,1,102,62,40,3050000,13000000
"153",38308,"Dolan",7,4,76,42,34,1520000,8000000
"154",2635,"Domingos Duarte",8,2,60,34,26,780000,9000000
"155",37399,"Caleta-Car",13,2,53,23,30,560000,16000000
"156",1733,"Camavinga",15,3,66,28,38,6230000,21000000
"157",18173,"Militão",15,2,79,43,36,3500000,13000000
"158",38236,"Eder Sarabia",75,5,25,21,4,580000,7000000
"159",19862,"Expósito",7,3,116,68,48,7120000,12000000
"160",33531,"Ejuke",17,4,53,29,24,710000,9000000
"161",35606,"El-Abdellaoui",5,4,56,38,18,710000,7000000
"162",33694,"Boyomo",93,2,97,46,51,2460000,15000000
"163",25592,"Cömert",18,2,29,17,12,570000,10000000
"164",1992,"Eric Bailly",779,2,31,18,13,460000,7000000
"165",20,"Eric García",3,2,177,102,75,12840000,18000000
"166",26670,"Ernesto Valverde",1,5,35,23,12,1040000,13000000
"167",32435,"Etta Eyong",10,4,84,41,43,3830000,8000000
"168",9811,"Chimy Ávila",87,4,15,7,8,520000,8000000
"169",30801,"Federico Gattoni",17,2,2,2,0,150000,8000000
"170",38422,"Redondo",75,3,-8,-8,0,150000,12000000
"171",38965,"Cardoso",17,2,16,6,10,150000,11000000
"172",35426,"Facundo Garcés",91,2,40,16,24,800000,8000000
"173",9402,"Valverde",15,3,92,54,38,14540000,53000000
"174",37451,"Viñas",779,4,106,52,54,3360000,8000000
"175",35291,"Fer López",5,3,20,8,12,5130000,8000000
"176",1871,"Mendy",15,2,0,0,0,190000,12000000
"177",31243,"Fermín",3,3,124,88,36,14870000,21000000
"178",11045,"Calero",7,2,60,40,20,1380000,8000000
"179",12526,"Ferran Torres",3,4,126,76,50,12030000,27000000
"180",38368,"Filip Ugrinic",18,3,48,22,26,1590000,13000000
"181",39403,"Fonseca",779,3,16,8,8,310000,7000000
"182",2597,"Fornals",87,3,146,76,70,14680000,15000000
"183",1780,"Foulquier",18,2,24,10,14,270000,10000000
"184",9484,"Fran Beltrán",289,3,38,18,20,3410000,15000000
"185",5220,"Fran García",15,2,14,2,12,290000,16000000
"186",10182,"Fran González",15,1,0,0,0,150000,7000000
"187",34221,"Francés",289,2,24,12,12,230000,8000000
"188",27995,"Fran Pérez",70,4,52,36,16,400000,8000000
"189",15921,"Franco Cervi",5,4,0,0,0,150000,7000000
"190",18174,"De Jong",3,3,83,38,45,9940000,26000000
"191",11686,"Lo Celso",87,3,78,40,38,2840000,24000000
"192",38962,"Mikautadze",19,4,118,60,58,10430000,38000000
"193",163,"Guido Rodríguez",18,3,6,-2,8,3530000,9000000
"194",30789,"Giuliano Simeone",2,3,102,58,44,7630000,21000000
"195",38194,"Gabriel Suazo",17,2,52,16,36,1420000,12000000
"196",19509,"Marcelino",19,5,51,31,20,2360000,12000000
"197",24732,"Gavi",3,3,16,0,16,3060000,21000000
"198",1844,"Gayà",18,2,55,32,23,1610000,16000000
"199",34111,"Gerard Martín",3,2,78,62,16,3220000,11000000
"200",1927,"Gerard Moreno",19,4,85,41,44,9420000,16000000
"201",20969,"Germán Valera",75,3,137,99,38,9800000,8000000
"202",32042,"Gonzalo García",15,4,50,36,14,3290000,10000000
"203",25403,"Gonzalo Villar",75,3,2,0,2,440000,8000000
"204",1153,"Griezmann",2,4,86,57,29,5290000,31000000
"205",10745,"Guedes",13,4,102,60,42,10440000,20000000
"206",2595,"Gumbau",70,3,28,20,8,250000,8000000
"207",10158,"Guridi",91,3,32,10,22,300000,10000000
"208",17056,"Guruzeta",1,4,73,54,19,3940000,16000000
"209",39672,"Demichelis",465,5,0,0,0,410000,8000000
"210",2247,"Bellerín",87,2,52,24,28,840000,8000000
"211",38290,"Hancko",2,2,90,60,30,4250000,24000000
"212",19244,"Hansi Flick",3,5,64,39,25,4480000,21000000
"213",32460,"Héctor Fort",75,2,51,35,16,950000,8000000
"214",32135,"Hugo Álvarez",5,3,64,48,16,1210000,10000000
"215",6259,"Hugo Duro",18,4,85,60,25,3100000,18000000
"216",37898,"Hugo Rincón",289,2,50,26,24,1070000,7000000
"217",25400,"Sotelo",5,3,52,28,24,820000,7000000
"218",1523,"Iago Aspas",5,4,86,59,27,2790000,21000000
"219",40007,"Diabate",91,4,0,0,0,260000,8000000
"220",25778,"Iker Benito",93,3,24,16,8,230000,8000000
"221",18128,"Iker Muñoz",93,3,28,6,22,160000,7000000
"222",21084,"Ilaix Moriba",5,3,88,44,44,2050000,13000000
"223",25159,"Akhomach",70,4,36,30,6,3300000,12000000
"224",30787,"Chaira",779,4,101,53,48,3020000,8000000
"225",4703,"Iñaki Peña",75,1,64,36,28,1450000,9000000
"226",10292,"Arguibide",93,2,12,2,10,150000,7000000
"227",26780,"Íñigo Pérez",70,5,27,16,11,490000,8000000
"228",37600,"Ionut Radu",5,1,90,42,48,2750000,9000000
"229",32363,"Isaac Romero",17,4,41,18,23,650000,10000000
"230",1249,"Isco",87,3,2,2,0,4690000,39000000
"231",5069,"Isi Palazón",70,4,97,57,40,3870000,16000000
"232",37526,"Iturbe",75,1,0,0,0,170000,7000000
"233",21063,"Balliu",70,2,14,6,8,250000,9000000
"234",12403,"Iván Martín",289,3,81,47,34,2570000,11000000
"235",17937,"Iván Romero",10,4,100,52,48,2670000,8000000
"236",10117,"Iván Villar",5,1,0,0,0,180000,8000000
"237",34557,"Julián Alvarez",2,4,60,52,8,11000000,47000000
"238",37897,"Gorrotxategi",13,3,108,56,52,3910000,8000000
"239",29072,"Jan Salas",465,3,0,0,0,150000,7000000
"240",38843,"Jan Virgili",465,4,92,60,32,3290000,7000000
"241",9763,"Januzaj",17,3,20,8,12,270000,8000000
"242",17645,"Galán",93,2,54,32,22,6280000,12000000
"243",25390,"Javi Llabrés",465,4,10,6,4,150000,7000000
"244",9557,"Javi López",779,2,46,16,30,490000,9000000
"245",16321,"Javi Muñoz",8,3,32,20,12,260000,11000000
"246",16317,"Puado",7,4,38,25,13,1220000,20000000
"247",30123,"Javi Guerra",18,3,52,24,28,1300000,18000000
"248",33839,"Javi Rodríguez",5,2,62,36,26,1140000,12000000
"249",33473,"Javier Rueda",5,2,78,39,39,1580000,7000000
"250",38143,"Toljan",10,2,75,32,43,820000,8000000
"251",8695,"Areso",1,2,60,42,18,1010000,13000000
"252",24734,"Jesús Vázquez",18,2,26,12,14,270000,8000000
"253",34149,"Letacek",8,1,0,0,0,150000,8000000
"254",15430,"Joan García",3,1,144,72,72,12240000,26000000
"255",1971,"Jordán",17,3,-2,-4,2,200000,12000000
"256",27945,"Joel Roca",289,4,41,25,16,410000,7000000
"257",25392,"Jofre Carreras",7,3,54,28,26,430000,10000000
"258",10245,"Mojica",465,2,94,48,46,2330000,13000000
"259",23809,"John Donald",75,3,26,18,8,240000,7000000
"260",32120,"Johnny",2,3,16,8,8,1960000,21000000
"261",29661,"Olasagasti",10,3,54,26,28,660000,7000000
"262",32020,"Aramburu",13,2,77,38,39,2580000,12000000
"263",27625,"Jon Karrikaburu",13,4,14,4,10,150000,7000000
"264",33447,"Jon Martín",13,2,68,30,38,2510000,8000000
"265",12424,"Jon Pacheco",91,2,70,36,34,1570000,9000000
"266",1599,"Jonny Castro",91,2,70,34,36,1140000,10000000
"267",18397,"De Frutos",70,4,130,68,62,8900000,15000000
"268",30141,"Herrando",93,2,48,26,22,750000,8000000
"269",22061,"Josan",75,3,26,20,6,260000,8000000
"270",27960,"Carmona",17,2,79,41,38,1730000,11000000
"271",1676,"Giménez",2,2,36,22,14,1610000,13000000
"272",37723,"Salinas",7,2,10,8,2,190000,8000000
"273",19839,"Aidoo",5,2,8,8,0,150000,9000000
"274",1887,"Juan Carlos",289,1,0,0,0,150000,8000000
"275",22067,"Juan Cruz",93,2,18,8,10,280000,8000000
"276",22964,"Foyth",19,2,44,26,18,1500000,17000000
"277",23840,"Juan Iglesias",8,2,85,55,30,2450000,12000000
"278",34805,"Juan Musso",2,1,2,0,2,150000,9000000
"279",25396,"Juanlu",17,3,47,31,16,910000,12000000
"280",832,"Juanmi",8,4,17,13,4,190000,8000000
"281",30477,"Bellingham",15,3,84,50,34,11450000,54000000
"282",19192,"Agirrezabala",18,1,60,26,34,910000,12000000
"283",18945,"Koundé",3,2,101,71,30,7600000,25000000
"284",39673,"Julio Díaz",2,2,6,0,6,370000,8000000
"285",12596,"Firpo",87,2,14,4,10,260000,19000000
"286",39791,"Kalumba",465,4,0,0,0,150000,7000000
"287",3159,"Jutglà",5,4,53,18,35,760000,28000000
"288",38075,"Kervin Arriaga",10,3,47,17,30,670000,9000000
"289",18256,"Kike Barja",93,3,24,12,12,150000,7000000
"290",742,"Kike García",7,4,78,40,38,1130000,14000000
"291",28115,"Kike Salas",17,2,67,49,18,3740000,13000000
"292",856,"Kiko Femenía",8,2,52,36,16,940000,10000000
"293",39301,"Kochen",3,1,0,0,0,150000,7000000
"294",1083,"Koke",2,3,104,52,52,4480000,15000000
"295",37453,"Sibo",779,3,40,16,24,390000,7000000
"296",26271,"Yamal",3,4,179,95,84,26790000,66000000
"297",1613,"Laporte",1,2,54,32,22,3990000,22000000
"298",26071,"Ramazani",18,4,43,23,20,2400000,8000000
"299",8375,"Lato",465,2,18,6,12,150000,7000000
"300",15719,"Le Normand",2,2,47,23,24,1960000,15000000
"301",11800,"Cabrera",7,2,123,63,60,5160000,12000000
"302",2476,"Lejeune",70,2,118,68,50,5870000,17000000
"303",2577,"Lekue",1,2,-8,-6,-2,150000,8000000
"304",6828,"Lenglet",2,2,15,6,9,350000,12000000
"305",38189,"Pétrot",75,2,32,16,16,490000,8000000
"306",14630,"Leo Román",465,1,106,66,40,3080000,9000000
"307",26945,"Lewandowski",3,4,103,56,47,11510000,41000000
"308",34717,"Logan Costa",19,2,0,0,0,220000,13000000
"309",39941,"Lookman",2,4,7,7,0,17310000,34000000
"310",10650,"Losada",10,4,24,13,11,630000,8000000
"311",37455,"Ahijado",779,2,40,26,14,440000,7000000
"312",38957,"Lucas Beltrán",18,4,54,32,22,1180000,17000000
"313",34541,"Bergström",465,1,22,8,14,380000,7000000
"314",12494,"Boyé",91,4,102,69,33,3120000,9000000
"315",39874,"Lucas Cepeda",75,4,8,4,4,670000,9000000
"316",19485,"Torró",93,3,90,60,30,1910000,16000000
"317",32338,"Agoumé",17,3,80,42,38,1770000,11000000
"318",39398,"Luis Castro",10,5,11,8,3,180000,7000000
"319",19445,"Luis Milla",8,3,122,68,54,11670000,19000000
"320",17442,"Rioja",18,4,98,55,43,3060000,17000000
"321",39836,"Luis Vázquez",8,4,24,6,18,3450000,10000000
"322",26676,"Luiz Felipe",70,2,14,8,6,250000,9000000
"323",34621,"Luiz Júnior",19,1,86,44,42,2110000,12000000
"324",38245,"Luka Ilic",779,3,21,14,7,270000,7000000
"325",34469,"Luka Sucic",13,3,24,12,12,400000,15000000
"326",15464,"Diakhaby",18,2,35,23,12,410000,9000000
"327",10030,"Maffeo",465,2,63,43,20,1560000,12000000
"328",33789,"Manolo González",7,5,35,20,15,1010000,7000000
"329",26299,"Manu Bueno",17,3,12,10,2,150000,7000000
"330",290,"Manu Fernández",5,2,20,14,6,220000,7000000
"331",16625,"Morlanes",465,3,37,23,14,500000,9000000
"332",1721,"Manu Sánchez",10,2,81,32,49,860000,11000000
"333",34080,"Kumbulla",465,2,14,6,8,210000,11000000
"334",37717,"Marc Aguado",75,3,70,44,26,1710000,7000000
"335",1125,"Bartra",87,2,75,40,35,3670000,14000000
"336",34077,"Marc Bernal",3,3,70,50,20,3600000,8000000
"337",32629,"Marc Casadó",3,3,38,38,0,1120000,16000000
"338",25398,"Pubill",2,2,62,46,16,7690000,10000000
"339",5807,"Marc Roca",87,3,68,36,32,3620000,10000000
"340",34526,"Marc Vidal",5,1,0,0,0,150000,7000000
"341",26813,"Marcão",17,2,23,14,9,320000,7000000
"342",28087,"Marcos Alonso",5,2,87,38,49,5660000,16000000
"343",2600,"Marcos Llorente",2,2,94,66,28,9500000,26000000
"344",5697,"Mariano",91,4,22,8,14,220000,7000000
"345",36556,"Mariezkurrena",13,4,0,0,0,150000,7000000
"346",2368,"Mario Martín",8,3,70,42,28,630000,8000000
"347",33938,"Sannadi",1,4,19,13,6,380000,11000000
"348",38355,"Neto",75,3,78,54,24,1910000,7000000
"349",18399,"Valjent",465,2,88,54,34,2310000,13000000
"350",38164,"Mastantuono",15,4,53,24,29,2330000,14000000
"351",39399,"Matarazzo",13,5,18,11,7,1420000,7000000
"352",38365,"Mateo Joseph",465,4,80,40,40,810000,8000000
"353",33972,"Mateu Morey",465,2,37,29,8,330000,7000000
"354",17482,"Dituro",75,1,38,22,16,780000,8000000
"355",38178,"Matías Moreno",10,2,50,24,26,520000,9000000
"356",40006,"Matías Vecino",5,3,4,2,2,910000,9000000
"357",38059,"Ruggeri",2,2,28,22,6,1520000,20000000
"358",10139,"Arambarri",8,3,128,69,59,7810000,22000000
"359",19577,"Mbappé",15,4,203,87,116,28510000,70000000
"360",27025,"Michel",289,5,30,16,14,610000,8000000
"361",3259,"Miguel Román",5,3,82,36,46,3190000,8000000
"362",23988,"Miguel Rubio",7,2,23,15,8,300000,8000000
"363",31702,"Ristic",5,2,0,0,0,170000,7000000
"364",30210,"Jauregizar",1,3,102,48,54,4330000,14000000
"365",5717,"Vesga",1,3,24,12,12,250000,8000000
"366",1462,"Moi Gómez",93,3,50,32,18,710000,8000000
"367",32456,"Moldovan",779,1,0,0,0,330000,8000000
"368",8747,"Moncayola",93,3,94,54,40,3450000,11000000
"369",1868,"Morales",10,4,29,13,16,420000,9000000
"370",10525,"Nacho Vidal",779,2,34,18,16,440000,9000000
"371",27059,"Molina",2,2,18,8,10,320000,12000000
"372",25384,"Tenaglia",91,2,105,67,38,2600000,15000000
"373",19614,"Natan",87,2,70,30,40,2350000,12000000
"374",39876,"Maupay",17,4,15,4,11,2920000,8000000
"375",37416,"Deossa",87,3,40,28,12,970000,20000000
"376",18916,"Gudelj",17,3,59,22,37,860000,11000000
"377",38966,"Nico González",2,3,63,41,22,1290000,35000000
"378",24956,"Nico Serrano",1,4,31,19,12,260000,7000000
"379",21008,"Nico Williams",1,4,90,54,36,6110000,47000000
"380",34479,"Pépé",19,4,115,64,51,6880000,16000000
"381",37467,"Nobel Mendy",70,2,44,42,2,1400000,7000000
"382",5352,"Óscar Valentín",70,3,70,42,28,1370000,9000000
"383",38405,"Odysseas",17,1,106,54,52,2840000,17000000
"384",39974,"Obed Vargas",2,3,4,2,2,780000,10000000
"385",1897,"Oblak",2,1,98,46,52,3560000,20000000
"386",6871,"Odriozola",13,2,29,14,15,170000,7000000
"387",28103,"El Hilali",7,2,70,36,34,1500000,13000000
"388",2201,"Mascarell",465,3,74,40,34,1010000,8000000
"389",37726,"Oriol Rey",10,3,32,10,22,340000,8000000
"390",31493,"Nyland",17,1,12,0,12,390000,10000000
"391",19693,"Osambela",93,3,24,6,18,180000,7000000
"392",19515,"Eduardo Coudet",91,5,27,19,8,360000,7000000
"393",23403,"Mingueza",5,2,85,44,41,3910000,18000000
"394",9462,"Trejo",70,3,10,2,8,160000,7000000
"395",35055,"Óskarsson",13,4,40,32,8,2100000,10000000
"396",39360,"Oso",17,2,40,22,18,830000,8000000
"397",38423,"Ejaria",779,4,16,14,2,150000,7000000
"398",2603,"Oyarzabal",13,4,152,98,54,16860000,27000000
"399",34127,"Peque",17,4,62,38,24,1020000,8000000
"400",29184,"Barrios",2,3,102,60,42,6990000,18000000
"401",37894,"Pablo Campos",10,1,8,6,2,350000,7000000
"402",29185,"Pablo Durán",5,4,52,23,29,390000,9000000
"403",35763,"Pablo García",87,4,28,18,10,290000,7000000
"404",14800,"Pablo Ibáñez",91,3,98,42,56,1860000,8000000
"405",29034,"Pablo Marín",13,3,50,26,24,590000,9000000
"406",4245,"Pablo Martínez",10,3,62,36,26,960000,9000000
"407",26994,"Pablo Torre",465,3,56,30,26,780000,9000000
"408",39736,"Paco Cortés",10,4,18,16,2,150000,7000000
"409",30081,"Pape Gueye",19,3,107,65,42,6830000,17000000
"410",951,"Parejo",19,3,56,32,24,2650000,19000000
"411",24326,"Pathé Ciss",70,3,64,44,20,2330000,12000000
"412",28187,"Pau Cabanes",19,4,0,0,0,150000,7000000
"413",32440,"Cubarsí",3,2,63,38,25,6580000,21000000
"414",1874,"Pau López",87,1,36,16,20,570000,15000000
"415",35156,"Pau Navarro",19,2,56,36,20,1420000,7000000
"416",23880,"Gazzaniga",289,1,74,36,38,1430000,12000000
"417",19441,"Pedri",3,3,137,82,55,20660000,55000000
"418",34483,"Pedro Díaz",70,3,52,28,24,600000,12000000
"419",16889,"Pedrosa",75,2,39,14,25,320000,11000000
"420",19513,"Pellegrini",87,5,42,23,19,1740000,15000000
"421",28012,"Chavarría",70,2,100,56,44,3100000,11000000
"422",12221,"Pepelu",18,3,67,33,34,3710000,14000000
"423",9047,"Pere Milla",7,4,102,51,51,3350000,7000000
"424",17148,"Pol Lozano",7,3,82,52,30,1340000,8000000
"425",9075,"Portu",289,4,32,20,12,300000,9000000
"426",35678,"Roberto Fernández",7,4,121,78,43,3850000,12000000
"427",34488,"Ricardo Rodríguez",87,2,34,18,16,410000,10000000
"428",11633,"Raba",18,4,20,14,6,450000,16000000
"429",21068,"Rafa Marín",19,2,65,37,28,1810000,9000000
"430",19297,"Rafa Mir",75,4,96,53,43,2590000,8000000
"431",37460,"Alhassane",779,2,50,36,14,470000,7000000
"432",2100,"Raíllo",465,2,68,36,32,2120000,17000000
"433",26092,"Terrats",7,3,42,22,20,820000,12000000
"434",24336,"Nteka",70,4,10,2,8,190000,8000000
"435",26930,"Raphinha",3,4,118,80,38,22550000,55000000
"436",38289,"Rashford",3,4,120,67,53,7970000,36000000
"437",35249,"Asencio",15,2,86,36,50,5190000,17000000
"438",9068,"Raúl Fernández",91,1,0,0,0,150000,7000000
"439",18382,"Raul García",93,4,85,47,38,1470000,8000000
"440",33697,"Raúl Moro",93,4,10,2,8,3410000,8000000
"441",38449,"Rego",1,3,50,26,24,330000,8000000
"442",38493,"Renato Veiga",19,2,42,22,20,1890000,15000000
"443",39664,"Renzo Saravia",18,2,0,0,0,440000,8000000
"444",29907,"Hassan",779,4,112,66,46,3100000,8000000
"445",33243,"Risco",8,3,0,0,0,150000,7000000
"446",24474,"Robert Navarro",1,3,102,48,54,3670000,10000000
